status;time;card_type;city;amount;id
success;30/9/2025 20:33;nan;Tehran;250000.0;69
fail;25/9/2025 9:09;Master-Card;Tehran;63489.0;39
success;22/9/2025 2:54;MasterCard;THR;250000.0;70
fail;9/9/2025 9:09;MasterCard;Tehran;471227.0;4
fail;29/9/2025 2:30;Vsa;Ahvaz;9999999999.0;74
success;15/9/2025 16:16;Visa;Ahvaz;50200.0;65
success;5/9/2025 14:11;Amex;Qom;1782689.0;85
fail;23/9/2025 7:08;MasterCard;Tabriz;100.5;40
fail;13/9/2025 21:10;MastCard;THR;976246.0;37
fail;14/9/2025 8:59;Visa;Mashhad;583952.0;67
fail;20/9/2025 11:11;Amex;Tehran;1502601.0;31
fail;15/9/2025 4:04;Amex;Isfahan;-5000.0;92
fail;16/9/2025 7:08;Vsa;Tehran;419089.0;81
fail;23/9/2025 8:59;MastCard;Isfahan;471227.0;88
failed;13/9/2025 8:59;Master-Card;Mashhad;1463119.0;77
success;17/9/2025 11:11;Master-Card;Isfahan;585954.0;47
fail;23/9/2025 3:27;MasterCard;Shiraz;-5000.0;27
fail;8/9/2025 11:11;Visa;tehr@n;0.0;51
fail;21/9/2025 5:23;Amex;Isfahan;-5000.0;20
failed;2/9/2025 23:59;Master-Card;Isfahan;-5000.0;13
fail;5/9/2025 12:12;Visa;Karaj;0.0;63
fail;6/9/2025 17:17;Amex;Mashhad;914465.0;44
success;12/9/2025 19:40;Visa;Isfahan;-5000.0;24
success;18/9/2025 5:56;Visa;karaj;1305967.0;3
fail;30/9/2025 7:08;MastCard;TEHRAN;-5000.0;10
success;22/9/2025 19:51;MastCard;Qom;-5000.0;65
fail;22/9/2025 9:00;Amex;Tehran;100.5;49
fail;1/9/2025 16:40;Master-Card;Mashhad;-5000.0;58
success;30/9/2025 10:48;Visa;Mashhad;900000.0;77
success;17/9/2025 13:13;Visa;Isfahan;9999999999.0;78
success;30/9/2025 13:13;Master-Card;Tabriz;583952.0;98
fail;11/9/2025 19:19;MasterCard;Mashhad;100.5;2
success;10/9/2025 15:45;Discover;Mashhad;412308.0;66
fail;19/9/2025 7:08;MastCard;Tabriz;1387769.0;31
success;14/9/2025 20:33;Master-Card;TEHRAN;1782689.0;68
success;26/9/2025 8:08;MastCard;THR;-999999.0;99
fail;10/9/2025 10:05;Vsa;Ahvaz;99999.0;83
success;15/9/2025 4:40;Discover;Isfahan;343679.0;37
success;28/9/2025 16:40;Discover;Isfahan;0.0;73
fail;19/9/2025 15:45;Master-Card;Karaj;774681.0;24
failed;4/9/2025 17:17;Amex;Shiraz;100000.0;77
failed;2/9/2025 21:23;Discover;Qom;-999999.0;44
fail;9/9/2025 8:59;MasterCard;Tehran;0.0;95
failed;10/9/2025 18:12;MastCard;Shiraz;0.0;83
success;28/9/2025 9:00;Visa;TEHRAN;583952.0;41
success;11/9/2025 23:17;Amex;Tehran;0.0;74
failed;14/9/2025 21:23;Visa;Isfahan;300000.0;51
success;7/9/2025 19:51;Discover;Mashhad;120000.0;42
fail;23/9/2025 11:11;MastCard;Karaj;100.5;78
Success;15/9/2025 18:00;Visa;Tehran;-5000.0;40
fail;22/9/2025 0:00;Visa;THR;585954.0;48
fail;19/9/2025 2:30;Master-Card;Tehran;585954.0;84
fail;22/9/2025 14:55;MastCard;THR;0.0;4
failed;15/9/2025 8:08;MasterCard;Tehran;419089.0;60
Success;30/9/2025 17:07;Visa;Tehran;343679.0;39
fail;28/9/2025 11:11;Discover;Ahvaz;200000.0;5
failed;24/9/2025 14:02;Amex;THR;-999999.0;97
fail;8/9/2025 1:01;Visa;ThRan;177050.0;6
FAIL;11/9/2025 2:37;MasterCard;Tehran;1000.0;14
success;29/9/2025 9:00;MasterCard;Mashhad;1387769.0;70
fail;9/9/2025 20:33;MasterCard;Tehran;0.0;78
fail;15/9/2025 23:59;Visa;Tehran;1.0;12
fail;1/9/2025 22:27;Visa;Tehran;1768588.0;62
fail;30/9/2025 11:11;VISA;Tehran;471227.0;27
success;1/9/2025 11:11;VISA;TEHRAN;0.0;54
fail;19/9/2025 13:13;MasterCard;Tehran;1463119.0;91
FAIL;3/9/2025 10:48;Vsa;Shiraz;555555.0;12
success;10/9/2025 14:55;Amex;Shiraz;450000.0;8
success;8/9/2025 21:10;Visa;Tehran;1782689.0;74
fail;15/9/2025 10:48;Discover;nan;99999.0;16
failed;10/9/2025 9:09;Discover;Isfahan;583952.0;52
success;1/9/2025 18:00;Amex;TEHRAN;343679.0;26
failed;29/9/2025 21:10;Amex;tehr@n;1387769.0;8
Success;18/9/2025 2:37;nan;tehr@n;471227.0;45
fail;2/9/2025 19:51;Vsa;Ahvaz;-5000.0;94
fail;19/9/2025 14:11;Master-Card;Tabriz;471227.0;84
failed;13/9/2025 20:33;Master-Card;Tehran;1158713.0;81
failed;22/9/2025 2:54;Vsa;Qom;333333.0;19
success;1/9/2025 7:08;Discover;Isfahan;123456.0;17
fail;2/9/2025 11:11;Visa;karaj;914282.0;65
success;29/9/2025 11:11;Amex;Karaj;1472823.0;29
fail;16/9/2025 0:00;MastCard;Tabriz;471227.0;14
fail;15/9/2025 0:00;Discover;Tehran;-999999.0;17
success;13/9/2025 19:51;Vsa;Tabriz;-5000.0;13
fail;16/9/2025 5:56;VISA;Qom;914465.0;94
success;17/9/2025 2:37;Amex;Tehran;471227.0;99
Success;21/9/2025 1:01;MasterCard;Shiraz;0.0;92
failed;29/9/2025 7:32;Vsa;Shiraz;1463119.0;63
Success;29/9/2025 7:08;Visa;Tehran;1578078.0;33
failed;7/9/2025 16:40;Visa;Qom;99999.0;29
fail;24/9/2025 20:33;Vsa;Shiraz;200000.0;37
failed;26/9/2025 5:56;MastCard;Mashhad;9999999999.0;83
Success;17/9/2025 7:08;MasterCard;tehr@n;419089.0;46
Success;7/9/2025 12:34;Master-Card;Tehran;545116.0;24
success;13/9/2025 21:23;Discover;Isfahan;419089.0;14
fail;5/9/2025 12:34;Amex;THR;0.0;5
fail;26/9/2025 21:23;Amex;Isfahan;-999999.0;53
fail;17/9/2025 13:13;Visa;Isfahan;1502601.0;89
FAIL;3/9/2025 6:06;Discover;Shiraz;1463119.0;99
success;7/9/2025 2:24;nan;Shiraz;1502601.0;96
failed;26/9/2025 14:55;Visa;Tehran;100.5;30
success;17/9/2025 7:08;Visa;Mashhad;450000.0;60
success;7/9/2025 12:12;MasterCard;Isfahan;976246.0;73
fail;21/9/2025 2:30;Visa;Shiraz;5000.0;92
fail;1/9/2025 7:07;Master-Card;Qom;1472823.0;28
success;17/9/2025 19:51;Visa;Shiraz;1782689.0;26
success;30/9/2025 2:30;Amex;Shiraz;1578078.0;18
fail;17/9/2025 3:27;Discover;Tabriz;914282.0;36
success;11/9/2025 21:21;Vsa;Tabriz;0.0;8
fail;25/9/2025 19:29;Amex;Isfahan;-5000.0;18
failed;27/9/2025 7:08;Discover;Tabriz;471227.0;84
fail;29/9/2025 14:02;visa;Karaj;1000.0;58
success;3/9/2025 11:11;Visa;Qom;976246.0;32
fail;15/9/2025 9:00;Amex;Tabriz;200000.0;94
failed;29/9/2025 4:15;visa;THR;0.0;49
fail;21/9/2025 5:56;MastCard;Mashhad;-999999.0;48
success;11/9/2025 12:12;MastCard;Tehran;1782689.0;82
Success;26/9/2025 9:45;Visa;Tabriz;1158713.0;71
fail;28/9/2025 23:17;Visa;Qom;0.0;65
fail;16/9/2025 23:59;Visa;Isfahan;419089.0;93
success;25/9/2025 19:40;visa;THR;1782689.0;33
success;22/9/2025 13:10;VISA;Mashhad;443463.0;50
fail;28/9/2025 8:08;Discover;TEHRAN;1502601.0;4
success;9/9/2025 21:21;Discover;Tehran;63489.0;84
fail;24/9/2025 11:11;Visa;Shiraz;-5000.0;36
fail;24/9/2025 14:00;Discover;THR;914282.0;96
success;1/9/2025 2:37;Discover;Tabriz;9999999999.0;28
failed;29/9/2025 0:00;MastCard;Tehran;976246.0;3
success;25/9/2025 23:59;Master-Card;Mashhad;471227.0;6
success;22/9/2025 17:17;MastCard;Tehran ;452545.0;45
failed;16/9/2025 23:17;Amex;Shiraz;50200.0;23
fail;9/9/2025 8:59;MastCard;Shiraz;471227.0;7
success;19/9/2025 1:01;MastCard;Shiraz;585954.0;61
failed;12/9/2025 0:00;MasterCard;Tehran;1782689.0;65
fail;19/9/2025 16:40;Discover;Mashhad;443463.0;6
fail;22/9/2025 14:02;Discover;Tehran;205000.0;24
succeed;9/9/2025 20:20;MastCard;Tabriz;774681.0;37
succeed;7/9/2025 23:59;Master Card;karaj;-999999.0;45
fail;14/9/2025 2:37;Amex;Shiraz;583952.0;51
fail;29/9/2025 14:02;nan;nan;100.5;89
fail;19/9/2025 12:34;Visa;Tehran;-999999.0;45
fail;19/9/2025 17:17;Vsa;Isfahan;100.5;63
success;2/9/2025 9:09;Master-Card;karaj;900000.0;29
success;9/9/2025 3:27;Amex;Tabriz;-999999.0;97
failed;13/9/2025 2:30;nan;Tehran;250000.0;25
fail;15/9/2025 16:16;Amex;Isfahan;452545.0;10
failed;3/9/2025 21:23;Discover;Isfahan;555555.0;35
fail;11/9/2025 21:23;Visa;ThRan;583952.0;55
fail;21/9/2025 14:02;Amex;Mashhad;471227.0;25
success;14/9/2025 19:19;Master-Card;THR;0.0;92
fail;30/9/2025 0:00;Visa;THR;0.0;45
fail;25/9/2025 19:40;Amex;Tehran;914465.0;97
failed;8/9/2025 19:51;Vsa;Karaj;200000.0;12
fail;18/9/2025 3:27;Visa;Tabriz;976246.0;4
success;19/9/2025 3:27;Visa;Tehran;976246.0;91
fail;16/9/2025 14:00;Discover;THR;1578078.0;67
fail;2/9/2025 17:07;Discover;Tabriz;0.0;17
success;8/9/2025 19:29;Visa;Isfahan;177050.0;73
failed;22/9/2025 12:12;Visa;Tabriz;419089.0;94
success;6/9/2025 2:24;Visa;Tehran;200000.0;65
success;12/9/2025 12:34;Amex;Isfahan;419089.0;82
failed;15/9/2025 14:30;MastCard;Isfahan;9999999999.0;53
failed;25/9/2025 14:55;MastCard;Isfahan;250000.0;84
fail;8/9/2025 8:08;MasterCard;TEHRAN;450000.0;57
success;4/9/2025 14:11;Master Card;Isfahan;850000.0;99
success;15/9/2025 3:00;Master-Card;Tehran;419089.0;28
success;28/9/2025 18:45;Master Card;Tehran;545116.0;100
success;20/9/2025 9:45;Discover;Karaj;177050.0;16
fail;25/9/2025 14:11;Master-Card;Qom;443463.0;21
success;17/9/2025 0:00;MastCard;tehr@n;1578078.0;77
success;13/9/2025 19:19;Discover;Karaj;12345.0;100
success;18/9/2025 21:10;Visa;Tehran;585954.0;42
failed;2/9/2025 2:30;MastCard;Tehran;1.0;54
failed;13/9/2025 23:17;Visa;Mashhad;-5000.0;32
success;13/9/2025 2:54;Discover;Shiraz;100.5;38
success;22/9/2025 9:00;MasterCard;Tehran;650000.0;70
success;15/9/2025 4:15;MastCard;Qom;1463119.0;38
success;20/9/2025 17:07;nan;THR;1387769.0;54
Success;29/9/2025 8:08;Amex;Karaj;200000.0;60
success;27/9/2025 11:11;MastCard;Shiraz;1578078.0;77
fail;10/9/2025 4:15;Discover;Ahvaz;412308.0;77
success;29/9/2025 14:02;MastCard;Tehran;-5000.0;47
success;3/9/2025 14:11;MasterCard;Tabriz;1463119.0;12
success;19/9/2025 5:56;Master-Card;Tehran;583952.0;53
success;3/9/2025 2:30;Discover;Tehran;583952.0;33
fail;22/9/2025 21:23;MasterCard;TEHRAN;1472823.0;28
fail;14/9/2025 16:40;MasterCard;Tabriz;774681.0;3
fail;8/9/2025 4:04;Vsa;Shiraz;5000.0;82
success;27/9/2025 16:16;Master Card;Karaj;0.0;26
fail;23/9/2025 2:37;Discover;Shiraz;1463119.0;54
failed;30/9/2025 6:06;MasterCard;Qom;976246.0;40
fail;4/9/2025 19:51;MastCard;Mashhad;177050.0;66
Success;27/9/2025 3:27;Master-Card;Isfahan;5000.0;68
fail;28/9/2025 16:16;MasterCard;TEHRAN;-5000.0;93
fail;20/9/2025 9:09;Visa;Tehran;0.0;93
success;11/9/2025 13:10;Discover;Tehran;1463119.0;90
fail;26/9/2025 2:37;Amex;Mashhad;1387769.0;91
Success;11/9/2025 8:08;MasterCard;Tabriz;9999999999.0;47
fail;27/9/2025 23:59;Visa;Isfahan;-5000.0;2
success;30/9/2025 10:48;Visa;nan;-5000.0;42
Success;11/9/2025 22:27;MastCard;Ahvaz;9999999999.0;34
fail;2/9/2025 3:27;visa;THR;583952.0;95
fail;30/9/2025 10:48;nan;Isfahan;205000.0;21
fail;17/9/2025 14:11;MastCard;Tabriz;976246.0;44
success;9/9/2025 5:56;Vsa;Ahvaz;9999999999.0;88
fail;28/9/2025 2:54;Discover;Ahvaz;1578078.0;98
success;28/9/2025 4:40;Amex;Qom;545116.0;2
failed;2/9/2025 14:11;Visa;TEHRAN;-5000.0;92
failed;29/9/2025 2:24;MastCard;Tehran ;412308.0;59
fail;24/9/2025 8:59;VISA;Mashhad;333333.0;87
fail;15/9/2025 5:56;Master-Card;Tabriz;419089.0;99
fail;16/9/2025 10:48;MasterCard;Mashhad;177050.0;16
success;25/9/2025 18:12;Vsa;ThRan;583952.0;20
fail;4/9/2025 7:08;Master Card;Tabriz;123456.0;26
failed;8/9/2025 19:40;Visa;Shiraz;452545.0;16
success;9/9/2025 11:11;Vsa;Karaj;123456.0;70
fail;26/9/2025 21:21;Discover;Tabriz;1158713.0;23
success;26/9/2025 2:24;Master-Card;Qom;0.0;42
fail;5/9/2025 21:21;Visa;Tabriz;1387769.0;37
fail;16/9/2025 0:00;Visa;THR;583952.0;72
fail;13/9/2025 22:27;MastCard;Karaj;555555.0;6
fail;30/9/2025 2:30;Visa;karaj;976246.0;37
success;7/9/2025 13:13;Visa;Tehran;1578078.0;22
success;26/9/2025 14:11;Amex;Tehran;914282.0;6
fail;20/9/2025 2:30;Vsa;THR;0.0;32
succeed;17/9/2025 14:00;Discover;Isfahan;0.0;17
success;3/9/2025 18:00;Vsa;Tehran;1472823.0;38
fail;5/9/2025 13:13;Vsa;Tehran;9999999999.0;17
fail;19/9/2025 2:30;Amex;Mashhad;177050.0;37
success;12/9/2025 20:20;Amex;Tehran;419089.0;23
FAIL;29/9/2025 4:40;Visa;Qom;-1.0;49
success;27/9/2025 2:37;Discover;Karaj;200000.0;61
Success;7/9/2025 18:12;Discover;Mashhad;471227.0;49
success;28/9/2025 5:56;Visa;TEHRAN;976246.0;61
success;9/9/2025 21:23;Discover;Tehran;471227.0;77
success;28/9/2025 7:32;Discover;Mashhad;-5000.0;32
success;6/9/2025 10:48;MastCard;Tehran;-5000.0;87
fail;29/9/2025 14:11;Amex;THR;200000.0;63
failed;26/9/2025 10:48;nan;tehr@n;-999999.0;7
fail;17/9/2025 15:45;Visa;Isfahan;419089.0;22
success;16/9/2025 3:00;Visa;Tabriz;1578078.0;85
success;23/9/2025 21:10;MasterCard;Tabriz;976246.0;6
success;3/9/2025 10:48;Visa;THR;9999999999.0;61
fail;21/9/2025 11:11;Vsa;Karaj;0.0;14
success;26/9/2025 19:51;MasterCard;THR;1578078.0;16
success;4/9/2025 4:15;MasterCard;Tehran;1782689.0;3
success;10/9/2025 7:08;Discover;Mashhad;343679.0;9
success;5/9/2025 12:34;Discover;Shiraz;63489.0;47
success;21/9/2025 4:40;MasterCard;TEHRAN;343679.0;85
fail;22/9/2025 4:04;Visa;Isfahan;0.0;95
succeed;30/9/2025 9:00;Visa;Tabriz;200000.0;95
failed;10/9/2025 12:12;MasterCard;TEHRAN;555555.0;42
fail;12/9/2025 4:15;Visa;Tehran;200000.0;42
fail;10/9/2025 4:40;Vsa;Mashhad;1768588.0;97
fail;29/9/2025 9:00;Discover;Mashhad;976246.0;23
success;13/9/2025 13:13;Visa;Tehran;0.0;3
failed;11/9/2025 6:06;Discover;Isfahan;100000.0;1
success;22/9/2025 14:00;Discover;Karaj;1883871.0;67
failed;16/9/2025 22:27;Visa;Isfahan;1158713.0;71
fail;8/9/2025 17:07;Visa;Tabriz;850000.0;3
success;8/9/2025 1:51;Discover;Ahvaz;300000.0;49
fail;27/9/2025 21:23;Discover;ThRan;1387769.0;67
fail;25/9/2025 18:00;Vsa;Ahvaz;914282.0;55
success;8/9/2025 8:59;Vsa;karaj;12345.0;4
fail;13/9/2025 16:16;Visa;tehr@n;5000.0;31
success;27/9/2025 10:48;Visa;Ahvaz;471227.0;66
success;2/9/2025 3:27;Amex;ThRan;177050.0;78
failed;30/9/2025 18:45;Vsa;Karaj;419089.0;64
fail;30/9/2025 21:23;VISA;Shiraz;555555.0;31
success;12/9/2025 14:11;Visa;Karaj;976246.0;63
succeed;10/9/2025 2:37;MasterCard;TEHRAN;976246.0;66
failed;12/9/2025 4:04;MastCard;Karaj;1768588.0;31
success;11/9/2025 7:08;Vsa;Ahvaz;914465.0;47
success;15/9/2025 23:59;Visa;Tabriz;177050.0;22
success;16/9/2025 0:00;MastCard;TEHRAN;1472823.0;74
success;17/9/2025 9:00;Discover;Mashhad;0.0;95
success;26/9/2025 8:08;Visa;Tehran;419089.0;98
success;2/9/2025 14:55;MasterCard;Ahvaz;976246.0;83
failed;18/9/2025 4:15;Visa;Isfahan;177050.0;46
success;12/9/2025 21:23;MastCard;Tehran;443463.0;90
fail;19/9/2025 12:34;MastCard;Tabriz;12345.0;58
success;26/9/2025 5:56;Vsa;Tehran;1578078.0;61
fail;23/9/2025 6:06;Discover;Tehran;-999999.0;46
fail;18/9/2025 1:51;Visa;Qom;1463119.0;1
fail;30/9/2025 2:37;Discover;THR;-5000.0;97
fail;17/9/2025 9:45;MasterCard;Mashhad;-5000.0;25
failed;30/9/2025 2:37;MastCard;Shiraz;0.0;61
success;6/9/2025 19:19;Discover;karaj;177050.0;81
fail;25/9/2025 7:32;MasterCard;Isfahan;1000.0;14
success;15/9/2025 3:27;MasterCard;Shiraz;12345.0;45
fail;3/9/2025 2:20;Visa;Isfahan;100.5;77
success;6/9/2025 17:17;Amex;Shiraz;63489.0;39
success;3/9/2025 10:48;MasterCard;Tabriz;0.0;66
Success;30/9/2025 10:05;Vsa;Tehran ;0.0;32
fail;29/9/2025 3:00;MastCard;Tehran;250000.0;97
success;1/9/2025 17:07;Visa;Mashhad;471227.0;58
failed;30/9/2025 14:02;MasterCard;Tabriz;900000.0;56
Success;13/9/2025 19:19;MastCard;Qom;650000.0;6
fail;28/9/2025 2:20;Visa;Isfahan;0.0;90
success;21/9/2025 14:30;Vsa;Tabriz;-1.0;67
fail;26/9/2025 8:59;Visa;Tabriz;914465.0;82
success;14/9/2025 11:11;MasterCard;Tehran;419089.0;50
fail;13/9/2025 14:11;Master Card;Ahvaz;177050.0;38
failed;27/9/2025 9:09;Amex;Tabriz;914465.0;3
fail;4/9/2025 12:44;MasterCard;Ahvaz;9999999999.0;5
success;7/9/2025 2:30;Visa;Mashhad;850000.0;24
success;22/9/2025 14:00;Visa;Tehran;583952.0;54
FAIL;10/9/2025 8:08;Amex;Tehran;419089.0;34
success;7/9/2025 7:32;MasterCard;TEHRAN;914282.0;39
fail;21/9/2025 4:40;Discover;Qom;1782689.0;89
fail;15/9/2025 4:04;nan;Tehran;0.0;93
fail;15/9/2025 0:00;Discover;Karaj;1463119.0;48
success;4/9/2025 7:08;MasterCard;karaj;585954.0;49
success;23/9/2025 12:12;Amex;Tabriz;471227.0;34
success;23/9/2025 6:06;MasterCard;Qom;0.0;80
fail;6/9/2025 0:00;MasterCard;Tabriz;12345.0;7
success;24/9/2025 21:21;Discover;Tehran;555555.0;18
success;20/9/2025 13:13;Master-Card;Isfahan;583952.0;70
FAIL;26/9/2025 19:51;MasterCard;Ahvaz;450000.0;93
success;5/9/2025 2:37;MasterCard;Mashhad;452545.0;34
fail;20/9/2025 6:30;Amex;Isfahan;471227.0;51
fail;12/9/2025 2:54;Visa;Isfahan;1578078.0;94
fail;1/9/2025 11:11;Vsa;Mashhad;-5000.0;68
success;28/9/2025 1:01;MasterCard;Tabriz;1000.0;14
success;8/9/2025 12:12;Amex;Shiraz;200000.0;69
fail;1/9/2025 0:00;Vsa;Tehran;1050805.0;90
fail;5/9/2025 19:19;Master-Card;Ahvaz;1578078.0;8
fail;22/9/2025 7:08;Discover;Tehran;1387769.0;15
Success;6/9/2025 12:12;Vsa;Shiraz;914282.0;83
fail;29/9/2025 13:10;Discover;Mashhad;1463119.0;59
fail;21/9/2025 6:30;Amex;Ahvaz;1427657.0;11
fail;3/9/2025 14:11;Visa;karaj;300000.0;20
success;15/9/2025 20:33;Visa;Tabriz;205000.0;55
success;5/9/2025 19:40;Visa;Karaj;120000.0;36
failed;28/9/2025 14:30;Discover;Tehran;452545.0;82
fail;24/9/2025 2:30;Visa;Tehran;1782689.0;14
success;14/9/2025 3:27;Amex;tehr@n;-999999.0;58
fail;18/9/2025 12:34;Discover;Tehran;177050.0;38
succeed;16/9/2025 2:24;MastCard;Tabriz;914282.0;90
fail;6/9/2025 22:27;Visa;Tehran;452545.0;80
fail;25/9/2025 14:30;Visa;Mashhad;300000.0;82
success;24/9/2025 7:07;MasterCard;TEHRAN;-999999.0;1
fail;14/9/2025 1:51;Discover;Tabriz;900000.0;65
fail;27/9/2025 19:51;Visa;Qom;0.0;1
success;24/9/2025 2:37;visa;Isfahan;177050.0;85
success;8/9/2025 11:11;Discover;Isfahan;1387769.0;60
success;29/9/2025 12:34;MastCard;Qom;5000.0;25
success;7/9/2025 20:20;Visa;Qom;1768588.0;92
success;8/9/2025 14:11;Master-Card;Isfahan;0.0;10
success;13/9/2025 21:23;Discover;THR;914282.0;50
success;6/9/2025 23:59;Master-Card;Tehran;177050.0;12
success;18/9/2025 7:08;Discover;Tehran;1463119.0;93
fail;2/9/2025 14:00;Visa;nan;-5000.0;32
fail;8/9/2025 18:45;MasterCard;Ahvaz;177050.0;33
success;11/9/2025 8:08;MasterCard;Ahvaz;1.0;72
success;1/9/2025 23:17;Visa;Qom;-5000.0;26
success;22/9/2025 14:55;Discover;Isfahan;200000.0;42
fail;29/9/2025 15:45;Vsa;Shiraz;1387769.0;50
fail;6/9/2025 10:48;Visa;Tehran;100.5;61
fail;16/9/2025 7:08;MasterCard;Ahvaz;1883871.0;41
fail;27/9/2025 3:27;MasterCard;Qom;-5000.0;57
success;20/9/2025 7:32;MastCard;tehr@n;343679.0;2
success;12/9/2025 14:30;Visa;Shiraz;1305967.0;100
success;11/9/2025 7:08;Amex;Tehran;63489.0;99
success;29/9/2025 19:40;Visa;Mashhad;1387769.0;70
failed;27/9/2025 7:32;Discover;Tehran;914465.0;31
succeed;29/9/2025 16:16;MasterCard;Karaj;12345.0;23
success;10/9/2025 11:11;nan;Mashhad;-5000.0;76
failed;3/9/2025 13:13;Visa;Isfahan;412308.0;54
success;13/9/2025 18:45;Visa;Tehran ;1427657.0;28
Success;27/9/2025 8:59;MastCard;tehr@n;1578078.0;79
failed;3/9/2025 21:23;Discover;tehr@n;976246.0;19
succeed;15/9/2025 17:17;Amex;Tabriz;205000.0;76
success;16/9/2025 2:37;visa;Karaj;1472823.0;48
success;29/9/2025 17:17;visa;tehr@n;900000.0;2
success;13/9/2025 22:27;Discover;Qom;177050.0;11
fail;17/9/2025 17:07;MasterCard;Tabriz;-999999.0;44
fail;3/9/2025 13:13;Master-Card;karaj;123456.0;59
failed;20/9/2025 6:30;Visa;THR;9999999999.0;59
fail;11/9/2025 3:27;MasterCard;Karaj;914282.0;38
success;27/9/2025 17:07;Discover;Tabriz;850000.0;25
fail;21/9/2025 13:10;Discover;Tehran;471227.0;21
fail;19/9/2025 12:44;visa;Shiraz;-999999.0;42
failed;22/9/2025 23:17;MastCard;Mashhad;177050.0;36
failed;11/9/2025 12:44;Discover;Shiraz;1427657.0;9
success;30/9/2025 2:20;Vsa;Tehran;900000.0;12
fail;28/9/2025 22:27;MasterCard;Tehran;583952.0;10
success;16/9/2025 10:48;Master-Card;Isfahan;419089.0;59
success;21/9/2025 1:01;Discover;Tabriz;99999.0;5
fail;3/9/2025 4:40;Visa;Shiraz;-5000.0;33
fail;22/9/2025 21:10;Discover;Isfahan;412308.0;69
success;6/9/2025 11:11;MasterCard;Karaj;0.0;80
fail;14/9/2025 14:11;Discover;Ahvaz;200000.0;63
success;24/9/2025 2:30;Visa;Tehran;200000.0;29
fail;18/9/2025 2:37;visa;TEHRAN;120000.0;18
success;17/9/2025 19:19;Master-Card;Ahvaz;200000.0;94
fail;4/9/2025 19:51;Amex;Shiraz;9999999999.0;6
succeed;23/9/2025 16:40;Master-Card;TEHRAN;1427657.0;53
success;15/9/2025 20:20;nan;Tabriz;976246.0;82
fail;11/9/2025 1:51;MastCard;Isfahan;471227.0;32
success;26/9/2025 3:27;MasterCard;Tehran;205000.0;42
failed;3/9/2025 5:23;Master-Card;Mashhad;0.0;47
success;3/9/2025 21:23;Amex;Mashhad;177050.0;31
success;16/9/2025 14:30;Visa;Shiraz;1472823.0;62
fail;5/9/2025 11:11;Discover;Tehran;443463.0;56
success;21/9/2025 3:27;MasterCard;Tehran;1000.0;11
success;29/9/2025 7:08;nan;Isfahan;583952.0;26
success;10/9/2025 14:30;Amex;Tehran;-5000.0;93
failed;19/9/2025 0:00;Master-Card;Ahvaz;343679.0;27
fail;25/9/2025 5:23;MastCard;Shiraz;0.0;83
fail;4/9/2025 19:51;Discover;Tabriz;250000.0;57
failed;29/9/2025 20:20;MastCard;Tehran;1768588.0;27
success;29/9/2025 18:45;Visa;Tehran;850000.0;59
fail;19/9/2025 19:40;MasterCard;Karaj;452545.0;62
fail;11/9/2025 13:10;Vsa;nan;0.0;20
failed;2/9/2025 6:30;Amex;Tabriz;300000.0;3
fail;10/9/2025 8:59;Vsa;Ahvaz;9999999999.0;16
fail;29/9/2025 7:07;Discover;THR;0.0;44
fail;11/9/2025 21:23;MastCard;Tehran;650000.0;94
Success;25/9/2025 2:20;Visa;TEHRAN;343679.0;79
failed;20/9/2025 21:23;MasterCard;Mashhad;1387769.0;30
success;16/9/2025 9:45;MasterCard;Tehran ;976246.0;40
success;19/9/2025 4:04;Amex;Qom;419089.0;65
fail;23/9/2025 8:08;Visa;Tabriz;100.5;29
fail;24/9/2025 14:11;Discover;Tehran ;99999.0;30
failed;11/9/2025 19:19;MastCard;Tabriz;1387769.0;32
fail;14/9/2025 18:45;Amex;THR;250000.0;10
success;2/9/2025 19:29;Amex;Tehran;976246.0;92
success;23/9/2025 19:51;MasterCard;Shiraz;177050.0;51
fail;28/9/2025 7:07;Master Card;Isfahan;177050.0;8
success;5/9/2025 3:27;nan;Tehran ;100000.0;51
success;27/9/2025 17:17;Discover;Tehran;1.0;36
success;5/9/2025 15:45;Discover;Isfahan;0.0;55
fail;19/9/2025 3:27;Amex;Shiraz;343679.0;35
fail;21/9/2025 17:07;Visa;Tehran ;0.0;36
success;12/9/2025 11:11;Discover;Tabriz;914282.0;56
succeed;18/9/2025 2:54;Visa;Isfahan;1578078.0;36
fail;4/9/2025 11:11;Visa;Mashhad;419089.0;90
succeed;22/9/2025 21:23;Amex;Tabriz;443463.0;84
success;17/9/2025 2:37;Discover;karaj;1502601.0;61
failed;10/9/2025 19:51;Visa;Tehran;585954.0;62
fail;20/9/2025 20:20;Master-Card;Karaj;-1.0;81
fail;6/9/2025 14:11;Master-Card;Mashhad;1050805.0;88
fail;25/9/2025 14:55;Master-Card;Tabriz;100.5;25
fail;14/9/2025 19:51;Discover;Mashhad;419089.0;64
succeed;11/9/2025 2:37;Visa;karaj;1578078.0;60
fail;11/9/2025 23:17;Visa;Mashhad;976246.0;57
success;29/9/2025 11:11;Discover;Tehran;-5000.0;96
fail;18/9/2025 10:48;Visa;Tehran;976246.0;70
success;27/9/2025 14:55;Master-Card;Ahvaz;1050805.0;100
fail;23/9/2025 2:30;visa;Tabriz;-999999.0;52
fail;22/9/2025 10:48;Vsa;tehr@n;120000.0;56
